id	Accession	Gene.name	Protein.description	Protein.IDs	Majority.protein.IDs	Fasta.headers	Number.of.proteins	Peptides	Razor.and.unique.peptides	Unique.peptides	Sequence.coverage.percent	Mol.weight.kDa	Sequence.length	Q.value	Score	Intensity	MS.MS.count	Mock_01	Mock_02	Mock_03	BTX_01	BTX_02	BTX_03	Mock_01.norm	Mock_02.norm	Mock_03.norm	BTX_01.norm	BTX_02.norm	BTX_03.norm	log2FC	p.mod	p.adj.BH	Candidate
3243	D4A3E8	Mrps27	Mitochondrial ribosomal protein S27	tr|D4A3E8|D4A3E8_RAT;tr|A0A0G2K6X0|A0A0G2K6X0_RAT	tr|D4A3E8|D4A3E8_RAT	tr|D4A3E8|D4A3E8_RAT Mitochondrial ribosomal protein S27 OS=Rattus norvegicus OX=10116 GN=Mrps27 PE=1 SV=1	2	7	7	7	19.5	47.648	415	0	158.76	194260000	9	16.5114129381433	16.3290254618781	16.3278508357295	16.4131485816645	16.257332591365	16.6905709621098	-0.0547263601484688	-0.0479484935667612	-0.0252576138275099	0.0265196702659511	0.0616821519752143	0.0663759761385733	-0.0941700886408262	0.0254573883374602	0.191194077374848	FALSE
3244	D4A3H5	Clcn6	Chloride channel protein	tr|D4A3H5|D4A3H5_RAT	tr|D4A3H5|D4A3H5_RAT	tr|D4A3H5|D4A3H5_RAT Chloride channel protein OS=Rattus norvegicus OX=10116 GN=Clcn6 PE=1 SV=1	1	7	7	7	9.7	96.988	870	0	48.294	44098000	7	13.8239642584867	13.6139045440436	13.5482198573542	13.612177385881	13.46135154312	13.8296236454854	0.0272963455430924	0.00640197394680092	-0.0354172068547329	-0.00498014016950765	0.0351724890782856	-0.0250999551377897	-0.00227042704527597	0.951918445608196	0.977965965264142	FALSE
3245	D4A3L3	Megf9	EGF-like-domain, multiple 5 (Predicted)	tr|D4A3L3|D4A3L3_RAT	tr|D4A3L3|D4A3L3_RAT	tr|D4A3L3|D4A3L3_RAT EGF-like-domain, multiple 5 (Predicted) OS=Rattus norvegicus OX=10116 GN=Megf9 PE=4 SV=1	1	2	2	2	3.5	62.886	599	0.0006035	11.744	12427000	2	13.2835803601242	13.0938796809996	13.21710951699	13.209240113693	13.2718569139166	13.2861967539137	-0.0527339286452184	-0.053269264922904	0.0938260769553625	0.0524362118167611	0.306031484049074	-0.108173222535152	-0.0874905299811476	0.447652780275535	0.685527439361416	FALSE
3246	D4A3M6	LOC690035	Similar to Protein KIAA0586	tr|D4A3M6|D4A3M6_RAT;tr|F1LZT2|F1LZT2_RAT	tr|D4A3M6|D4A3M6_RAT;tr|F1LZT2|F1LZT2_RAT	tr|D4A3M6|D4A3M6_RAT Similar to Protein KIAA0586 OS=Rattus norvegicus OX=10116 GN=LOC690035 PE=4 SV=3;tr|F1LZT2|F1LZT2_RAT Similar to Protein KIAA0586 OS=Rattus norvegicus OX=10116 GN=LOC690035 PE=4 SV=3	2	1	1	1	0.6	157.01	1429	0.0099846	6.1261	66411000	2	15.3462366913903	15.0003081599965	14.5874259396137	16.4651677975909	16.0954588371265	16.5135117182832	-0.555688796098537	-0.712451984645427	-1.10146869914039	0.742752696995296	0.564022208539568	0.553530543114931	-1.40997164284472	4.44780423264286e-05	0.00378212942536465	TRUE
3247	D4A3M7	Bsdc1	BSD domain-containing 1	tr|D4A3M7|D4A3M7_RAT	tr|D4A3M7|D4A3M7_RAT	tr|D4A3M7|D4A3M7_RAT BSD domain-containing 1 OS=Rattus norvegicus OX=10116 GN=Bsdc1 PE=1 SV=3	1	4	4	4	13.6	47.016	427	0	26.725	33027000	4	13.1157914722251	12.9003196572175	13.072568094297	13.089781488354	12.7812982337329	13.1135793979505	-0.01845986597066	-0.0447663381313275	0.151347604836009	0.135040537051435	0.0175357544390503	-0.0787276279246716	0.00475757905606925	0.951838989893634	0.977965965264142	FALSE
3248	D4A3M8	Nck2	Cytoplasmic protein	tr|D4A3M8|D4A3M8_RAT	tr|D4A3M8|D4A3M8_RAT	tr|D4A3M8|D4A3M8_RAT Cytoplasmic protein OS=Rattus norvegicus OX=10116 GN=Nck2 PE=1 SV=1	1	5	5	5	15	42.909	380	0	33.225	26241000	6	13.530040495829	13.2473786866503	13.4028788291844	13.3766680618577	13.2760516869577	13.5040741145206	-0.0132178348751495	-0.106714301206956	0.0726513472149706	0.0129201180466921	0.10328221515547	-0.0972399038630424	-0.0220810727354182	0.7588527504557	0.881053338983247	FALSE
3249	D4A3N4	Adcy1	Adenylate cyclase	tr|D4A3N4|D4A3N4_RAT	tr|D4A3N4|D4A3N4_RAT	tr|D4A3N4|D4A3N4_RAT Adenylate cyclase OS=Rattus norvegicus OX=10116 GN=Adcy1 PE=1 SV=2	1	3	3	3	3.6	108.26	967	0	22.38	53339000	4	14.8634119589416	14.7367190187677	14.6656690133596	14.6950107396532	14.5145907837457	15.1102385985883	-0.0181599625616642	0.0443124401112316	-0.00287205940903118	-0.00705079495691841	0.00350772114432019	0.170610989405482	-0.047929165817449	0.429717675127606	0.671611730663013	FALSE
3250	D4A3S6	Mtss1l	MTSS1L, I-BAR domain-containing	tr|D4A3S6|D4A3S6_RAT	tr|D4A3S6|D4A3S6_RAT	tr|D4A3S6|D4A3S6_RAT MTSS1L, I-BAR domain-containing OS=Rattus norvegicus OX=10116 GN=Mtss1l PE=1 SV=3	1	6	6	6	9.7	76.809	715	0	47.783	84858000	7	15.0383617573005	14.8334336906798	14.844117269588	14.7840213243742	14.6249096608903	15.1263818305426	0.00755963712204688	-0.00820308665170894	0.0263459981442679	-0.0672704089111109	-0.0354036003862818	0.0375240226847082	0.0302841784090968	0.472280984535175	0.703207017982973	FALSE
3251	D4A3T0	Sos1	SOS Ras/Rac guanine nucleotide exchange factor 1	tr|D4A3T0|D4A3T0_RAT	tr|D4A3T0|D4A3T0_RAT	tr|D4A3T0|D4A3T0_RAT SOS Ras/Rac guanine nucleotide exchange factor 1 OS=Rattus norvegicus OX=10116 GN=Sos1 PE=1 SV=2	1	3	3	3	2.1	151.09	1319	0	18.331	17567000	3	11.640109338211	11.4878902660628	11.6741922681457	11.8230487291628	11.549014511762	11.9974970647511	-0.262936074693528	-0.225989803994848	-0.0158222960241152	0.0995137031513896	0.0164579577594042	0.0363959641670531	-0.219038599930113	0.0204633327664984	0.172917778671383	FALSE
3252	D4A3T4	Zfyve1	Zinc finger FYVE-type-containing 1	tr|D4A3T4|D4A3T4_RAT	tr|D4A3T4|D4A3T4_RAT	tr|D4A3T4|D4A3T4_RAT Zinc finger FYVE-type-containing 1 OS=Rattus norvegicus OX=10116 GN=Zfyve1 PE=1 SV=1	1	7	7	7	9.1	86.903	777	0	43.897	40655000	10	15.3027460082219	15.266383946848	15.1561620999264	15.163531752574	15.0293735099766	15.4538814891074	-0.0800626066809672	0.0727406747920633	-0.0136156662417851	-0.0397664754357463	0.0170537539756582	0.0130171865250778	-0.00374735439855958	0.940814593041597	0.975965907506888	FALSE
3253	D4A3T5	C1ql3	Adiponectin j	tr|D4A3T5|D4A3T5_RAT;tr|M0RB98|M0RB98_RAT	tr|D4A3T5|D4A3T5_RAT;tr|M0RB98|M0RB98_RAT	tr|D4A3T5|D4A3T5_RAT Adiponectin j OS=Rattus norvegicus OX=10116 GN=C1ql3 PE=4 SV=1;tr|M0RB98|M0RB98_RAT Complement C1q-like 2 OS=Rattus norvegicus OX=10116 GN=C1ql2 PE=4 SV=2	2	2	2	2	8.6	26.687	255	0	13.643	11490000	3	11.7843076667284	11.8315051850853	11.5677659844947	11.8059453518029	11.8585638629724	11.9115043428952	-0.135191015065821	0.101171846138002	-0.138701848564774	0.0659570569018733	0.309554040080067	-0.0660500265785238	-0.160727362632003	0.200149280112436	0.46569945175457	FALSE
3254	D4A3V2	Ndufa6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	tr|D4A3V2|D4A3V2_RAT	tr|D4A3V2|D4A3V2_RAT	tr|D4A3V2|D4A3V2_RAT NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Rattus norvegicus OX=10116 GN=Ndufa6 PE=1 SV=1	1	12	12	12	63.1	15.224	130	0	249.88	1905900000	33	17.5917122546349	17.2941001763282	17.2790301364497	17.3351635199658	17.072949040355	17.6133146641876	0.0889758368324883	-0.0194708986274113	-0.0106754326180936	0.0119374890565349	-0.0592985185455724	0.0525225587056148	0.0178893254568021	0.723839402562823	0.864629568354146	FALSE
3255	D4A3V4	Rnf214	Ring finger protein 214	tr|D4A3V4|D4A3V4_RAT	tr|D4A3V4|D4A3V4_RAT	tr|D4A3V4|D4A3V4_RAT Ring finger protein 214 OS=Rattus norvegicus OX=10116 GN=Rnf214 PE=1 SV=3	1	3	3	3	5.7	77.723	703	0	41.872	11172000	5	10.7438246069296	10.5537252784173	10.2781009390641	10.8653466448168	10.5617652636277	10.729960561018	0.000145268067880289	-0.000788717597542343	-0.252547551062937	0.301177692848196	0.188574783667881	-0.071774465523212	-0.223723003861821	0.096853125220494	0.338217692004528	FALSE
3256	D4A3X6	Atp8a2	Phospholipid-transporting ATPase	tr|D4A3X6|D4A3X6_RAT	tr|D4A3X6|D4A3X6_RAT	tr|D4A3X6|D4A3X6_RAT Phospholipid-transporting ATPase OS=Rattus norvegicus OX=10116 GN=Atp8a2 PE=1 SV=3	1	4	3	3	4.4	130.93	1169	0	23.186	18879000	4	13.2961992685149	13.211781852326	13.1475388434811	13.1305383881594	13.1073315187548	13.4369717450491	-0.0738428461361208	0.0309050805217709	-0.00947242243522167	-0.0599933395985242	0.10777826300565	0.00887394271851444	-0.0363563513917371	0.530078646491838	0.740577941913072	FALSE
3258	D4A435	Icam5	Intercellular adhesion molecule 5	tr|D4A435|D4A435_RAT	tr|D4A435|D4A435_RAT	tr|D4A435|D4A435_RAT Intercellular adhesion molecule 5 OS=Rattus norvegicus OX=10116 GN=Icam5 PE=1 SV=1	1	9	9	9	10.9	96.903	917	0	91.015	503920000	16	16.9597982239218	16.7719794321614	16.757858746591	16.7985477410794	16.61194694182	17.0647638123185	-0.0140446095080787	-0.0126980584215937	-0.00295323810422082	0.00421529454266212	0.00859296729199988	0.0328652912091111	-0.0251231530258888	0.445132907160062	0.684373720454558	FALSE
3260	D4A498	Pcdhgc3	Protocadherin gamma subfamily C, 3	tr|D4A498|D4A498_RAT;tr|D4ACT8|D4ACT8_RAT;tr|D3ZQX9|D3ZQX9_RAT;tr|F1LRA0|F1LRA0_RAT;tr|D4ACT6|D4ACT6_RAT;tr|D3ZQY5|D3ZQY5_RAT;tr|D3ZQX5|D3ZQX5_RAT;tr|E9PT16|E9PT16_RAT;tr|D3ZQY0|D3ZQY0_RAT;tr|D3Z8Y3|D3Z8Y3_RAT;tr|A0A0G2K9D7|A0A0G2K9D7_RAT	tr|D4A498|D4A498_RAT;tr|D4ACT8|D4ACT8_RAT;tr|D3ZQX9|D3ZQX9_RAT;tr|F1LRA0|F1LRA0_RAT;tr|D4ACT6|D4ACT6_RAT;tr|D3ZQY5|D3ZQY5_RAT;tr|D3ZQX5|D3ZQX5_RAT;tr|E9PT16|E9PT16_RAT;tr|D3ZQY0|D3ZQY0_RAT;tr|D3Z8Y3|D3Z8Y3_RAT;tr|A0A0G2K9D7|A0A0G2K9D7_RAT	tr|D4A498|D4A498_RAT Protocadherin gamma subfamily C, 3 OS=Rattus norvegicus OX=10116 GN=Pcdhgc3 PE=4 SV=3;tr|D4ACT8|D4ACT8_RAT Protocadherin gamma subfamily A, 3 OS=Rattus norvegicus OX=10116 GN=Pcdhga3 PE=4 SV=1;tr|D3ZQX9|D3ZQX9_RAT Protocadherin gamma s	11	2	2	2	2.6	100.79	932	0	18.538	32519000	3	13.04726026626	12.7343920907779	12.8876585371962	12.300581359796	12.4728685001064	12.3142433467486	0.164200589480593	0.0404977568453277	0.217629709151405	-0.402967930090334	-0.0397023177711867	-0.626872017710392	0.497290107016413	0.0133492205685998	0.134468977922724	FALSE
3261	D4A4A9	Mrpl19	Mitochondrial ribosomal protein L19	tr|D4A4A9|D4A4A9_RAT	tr|D4A4A9|D4A4A9_RAT	tr|D4A4A9|D4A4A9_RAT Mitochondrial ribosomal protein L19 OS=Rattus norvegicus OX=10116 GN=Mrpl19 PE=1 SV=1	1	4	4	4	11	33.633	292	0	28.59	71898000	4	11.8444311633673	11.7800475760619	12.1421070573026	11.7687219263061	11.7061074482224	12.1477773094135	-0.178075730112141	-0.0532939745707293	0.332631012557779	-0.0742745802802027	0.0540894136448703	0.0672147282545136	0.0180772487519091	0.894784654523074	0.951825015629181	FALSE
3262	D4A4F9	Stum	RCG20461	tr|D4A4F9|D4A4F9_RAT	tr|D4A4F9|D4A4F9_RAT	tr|D4A4F9|D4A4F9_RAT RCG20461 OS=Rattus norvegicus OX=10116 GN=Stum PE=1 SV=3	1	3	3	2	26.1	14.789	138	0	37.764	106450000	6	14.635718120331	14.7055243971641	14.4715482109991	14.5354576463194	14.8600685158673	14.8662647125285	-0.125916893538048	0.133054726141846	-0.0770559541352576	-0.0466669806565323	0.468922360900076	0.0465740109798817	-0.179582504251628	0.258835945417576	0.527246586719896	FALSE
3263	D4A4K4	Vps13c	Vacuolar protein sorting 13 homolog C	tr|D4A4K4|D4A4K4_RAT	tr|D4A4K4|D4A4K4_RAT	tr|D4A4K4|D4A4K4_RAT Vacuolar protein sorting 13 homolog C OS=Rattus norvegicus OX=10116 GN=Vps13c PE=1 SV=2	1	23	23	23	7.5	418.62	3739	0	156.93	188110000	25	16.5812594374085	16.3963204683987	16.3740036162863	16.4770309182859	16.2373220132883	16.6577371277098	-0.012397754975448	-0.00817138113844812	-0.00662272736298603	0.0628841127950268	0.0141536798062424	0.00602424764627879	-0.0367513012414767	0.307559014353907	0.573462180262589	FALSE
3264	D4A4L4	Map7d2	MAP7 domain-containing 2	tr|D4A4L4|D4A4L4_RAT	tr|D4A4L4|D4A4L4_RAT	tr|D4A4L4|D4A4L4_RAT MAP7 domain-containing 2 OS=Rattus norvegicus OX=10116 GN=Map7d2 PE=1 SV=3	1	6	6	6	8.4	80.327	715	0	37.796	86633000	7	14.9825480096514	15.0808591560198	14.881305185414	14.7408348261453	14.3707555082513	14.9248125036058	0.0309525398922803	0.3184290291075	0.142740564389608	-0.0312502567207377	-0.21035110260599	-0.0848386538328631	0.27285404884966	0.0168260596724479	0.155723532654812	FALSE
3265	D4A4L5	Isca2	Iron-sulfur cluster assembly 2	tr|D4A4L5|D4A4L5_RAT	tr|D4A4L5|D4A4L5_RAT	tr|D4A4L5|D4A4L5_RAT Iron-sulfur cluster assembly 2 OS=Rattus norvegicus OX=10116 GN=Isca2 PE=1 SV=1	1	4	4	4	28.6	16.68	154	0	89.057	165610000	9	16.6730053531952	16.539173960296	16.4647371780581	16.5950534660289	16.8046100245302	16.7899156640487	-0.0573136377497132	-0.00197968780209629	-0.0525509641521622	0.044244861977122	0.444779892487181	0.00154098542424103	-0.200803343197505	0.135780068373942	0.392834803771894	FALSE
3266	D4A4M0	Shisa6	Shisa family member 6	tr|D4A4M0|D4A4M0_RAT	tr|D4A4M0|D4A4M0_RAT	tr|D4A4M0|D4A4M0_RAT Shisa family member 6 OS=Rattus norvegicus OX=10116 GN=Shisa6 PE=1 SV=3	1	8	8	8	15.7	58.182	521	0	74.473	123700000	10	15.0307102371519	14.8604080591247	14.7569211197983	14.4928546201748	14.3718446943859	14.7122582971106	0.174885307109167	0.193748471928809	0.114127038490257	-0.183459922974833	-0.113491376754968	-0.201622320611648	0.327111479289894	0.000174683932401031	0.00928315826658183	FALSE
3267	D4A4P3	Ndufb3	NADH:ubiquinone oxidoreductase subunit B3	tr|D4A4P3|D4A4P3_RAT;tr|M0RA24|M0RA24_RAT	tr|D4A4P3|D4A4P3_RAT;tr|M0RA24|M0RA24_RAT	tr|D4A4P3|D4A4P3_RAT NADH:ubiquinone oxidoreductase subunit B3 OS=Rattus norvegicus OX=10116 GN=Ndufb3 PE=1 SV=1;tr|M0RA24|M0RA24_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=4 SV=2	2	4	4	4	27.3	11.267	99	0	26.647	1289500000	13	14.9053870050181	15.0442233356896	14.9950604670327	14.8526270382223	14.5480391930198	15.1543434602435	-0.158872078659882	0.169129594858477	0.143832232089414	-0.0321216585625914	-0.145731031756358	0.0320286888859409	0.099971249907006	0.347143804168213	0.607501657294373	FALSE
3268	D4A4P4	Flad1	FAD synthase	tr|D4A4P4|D4A4P4_RAT	tr|D4A4P4|D4A4P4_RAT	tr|D4A4P4|D4A4P4_RAT FAD synthase OS=Rattus norvegicus OX=10116 GN=Flad1 PE=1 SV=2	1	7	7	7	20.4	54.604	490	0	50.608	66976000	9	12.1319855373248	11.7657419199982	11.8795449610198	12.0440183685969	11.305548791974	11.8030413265851	0.108702162893652	-0.0683761115860894	0.069292435323326	0.200245381058893	-0.34724572355521	-0.278297735525556	0.17830552155092	0.268658377829674	0.537472524255141	FALSE
3269	D4A4Q4	Ociad2	OCIA domain-containing 2	tr|D4A4Q4|D4A4Q4_RAT	tr|D4A4Q4|D4A4Q4_RAT	tr|D4A4Q4|D4A4Q4_RAT OCIA domain-containing 2 OS=Rattus norvegicus OX=10116 GN=Ociad2 PE=1 SV=3	1	4	4	4	29.5	14.682	132	0	43.312	375020000	10	14.4981012439949	14.5758937318785	14.3421441335379	14.3113935568354	14.3970729389537	14.6661685134653	-0.0838418998926743	0.183115930837862	-0.0267681616149478	-0.091039200158985	0.185618653968055	0.0261696818982406	-0.0160810887923568	0.871979852241608	0.938444956597247	FALSE
3270	D4A4T0	Stub1	STIP1 homology and U-Box containing protein 1, isoform CRA_b	tr|D4A4T0|D4A4T0_RAT	tr|D4A4T0|D4A4T0_RAT	tr|D4A4T0|D4A4T0_RAT STIP1 homology and U-Box containing protein 1, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Stub1 PE=1 SV=1	1	7	7	7	23.4	34.886	304	0	64.525	157220000	8	15.5268965368742	15.3574145461795	15.3155387769557	15.3224563288742	15.0230612497353	15.6563131260635	-0.00123815784237813	0.0184451943098519	0.000434930973864101	-0.0261679789492156	-0.134584586079307	0.0701227436675012	0.0360905962674531	0.54258583880533	0.749771481142957	FALSE
3271	D4A4W6	Slirp	RCG20695, isoform CRA_b	tr|D4A4W6|D4A4W6_RAT	tr|D4A4W6|D4A4W6_RAT	tr|D4A4W6|D4A4W6_RAT RCG20695, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Slirp PE=1 SV=1	1	4	4	4	40.5	12.576	111	0	36.41	258750000	5	14.6781049254037	14.5005929458938	14.5450851351563	14.5575235334295	14.4128344401193	14.7405713442633	-0.0345802622393123	-0.0229268989023152	0.0454307962479288	0.0243487326796085	0.0706381113781465	-0.0301695310592671	-0.0256312259640622	0.570024549149337	0.768091806847231	FALSE
3272	D4A4Z9	Ktn1	Kinectin 1	tr|D4A4Z9|D4A4Z9_RAT	tr|D4A4Z9|D4A4Z9_RAT	tr|D4A4Z9|D4A4Z9_RAT Kinectin 1 OS=Rattus norvegicus OX=10116 GN=Ktn1 PE=1 SV=2	1	2	2	2	1.9	151.79	1325	0	15.681	8751300	2	13.2764007014541	13.0319251528226	13.0319596035961	12.5237824598465	12.0825815188578	12.6655801952326	0.314919947138207	0.259609741353566	0.283509698014872	-0.258187907576273	-0.508410376556285	-0.353956246762871	0.659531305800691	4.6063688319908e-05	0.00378212942536465	TRUE
3273	D4A500	Hddc3	HD domain containing 3 (Predicted), isoform CRA_b	tr|D4A500|D4A500_RAT	tr|D4A500|D4A500_RAT	tr|D4A500|D4A500_RAT HD domain containing 3 (Predicted), isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Hddc3 PE=1 SV=1	1	2	2	2	12.8	20.254	179	0	12.864	10149000	2	11.1565887527891	11.3987436919382	11.4970534445451	11.2827409528439	10.7135583564048	11.4159529819704	-0.253532049063229	0.177788232932758	0.299963491427472	0.0521305378847472	-0.326073586545621	-0.0522235075613978	0.18346207717309	0.304535049060888	0.569413098851883	FALSE
3274	D4A517	Slc39a10	Solute carrier family 39 (Zinc transporter), member 10 (Predicted), isoform CRA_a	tr|D4A517|D4A517_RAT	tr|D4A517|D4A517_RAT	tr|D4A517|D4A517_RAT Solute carrier family 39 (Zinc transporter), member 10 (Predicted), isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Slc39a10 PE=1 SV=1	1	3	3	3	3.5	94.306	834	0	18.151	14505000	3	13.9129828689241	13.8746932408049	13.8388099857086	13.5860187753559	13.6106788410991	13.9204459055	-0.0345544713042324	0.116321243423417	0.104303494214892	-0.182008177979294	0.0336303597726227	-0.085147122407888	0.139865068982878	0.0895101873633006	0.323214927921689	FALSE
3275	D4A520	Pptc7	PTC7 protein phosphatase homolog	tr|D4A520|D4A520_RAT	tr|D4A520|D4A520_RAT	tr|D4A520|D4A520_RAT PTC7 protein phosphatase homolog OS=Rattus norvegicus OX=10116 GN=Pptc7 PE=1 SV=1	1	4	4	4	16.6	32.847	307	0	57.195	89494000	6	14.5820243402806	14.3370643386847	14.2992080183873	14.4307138857919	14.2224930522465	14.5694402991641	0.0275756046096417	-0.0282190541393038	-0.0422098685489381	0.0557755370141591	0.0385331754774451	-0.0430641241863357	-0.0313659687946228	0.483363554784648	0.710487610191822	FALSE
3276	D4A565	Ndufb5	NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 5 (Predicted), isoform CRA_b	tr|D4A565|D4A565_RAT	tr|D4A565|D4A565_RAT	tr|D4A565|D4A565_RAT NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 5 (Predicted), isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Ndufb5 PE=1 SV=1	1	7	7	7	32.3	21.664	189	0	87.352	1114200000	15	17.9760046573825	17.8264988342118	17.8242005100507	17.8467758482012	17.5916392160301	18.114362551013	-0.0442596318053996	-0.00460011212920358	0.0169670695975842	0.00602194590649685	-0.058136214255808	0.0360425741456543	-0.00527366004445409	0.898884647397395	0.954649590164254	FALSE
3277	D4A5F7	Vps8	VPS8 CORVET complex subunit	tr|D4A5F7|D4A5F7_RAT	tr|D4A5F7|D4A5F7_RAT	tr|D4A5F7|D4A5F7_RAT VPS8 CORVET complex subunit OS=Rattus norvegicus OX=10116 GN=Vps8 PE=1 SV=3	1	2	2	2	1.5	146.52	1296	0.0014646	10.966	7475500	2	10.0445307317387	10.2252074369435	10.2713463002826	10.0497124397244	9.59505230014362	10.0861362250273	-0.0924949058536573	0.277347142197989	0.347351511424887	0.0921971890251999	-0.171484478546866	-0.108945100244582	0.240145379178489	0.11094135111778	0.356404449216567	FALSE
3278	F1M031	Nav1	Neuron navigator 1	tr|F1M031|F1M031_RAT;tr|F1LYK3|F1LYK3_RAT;tr|D4A5I4|D4A5I4_RAT	tr|F1M031|F1M031_RAT;tr|F1LYK3|F1LYK3_RAT;tr|D4A5I4|D4A5I4_RAT	tr|F1M031|F1M031_RAT Neuron navigator 1 OS=Rattus norvegicus OX=10116 GN=Nav1 PE=1 SV=2;tr|F1LYK3|F1LYK3_RAT Neuron navigator 1 OS=Rattus norvegicus OX=10116 GN=Nav1 PE=1 SV=2;tr|D4A5I4|D4A5I4_RAT Neuron navigator 1 OS=Rattus norvegicus OX=10116 GN=Nav1 PE	3	13	13	13	7.6	195.97	1815	0	83.744	116820000	14	16.1484765821783	16.1183733539492	16.0807758979957	15.862782627001	15.5649830392051	16.0379115281318	0.0529429257278373	0.212005040345656	0.198273090279951	-0.0532406425562947	-0.160061758343443	-0.115677815998139	0.264067091083774	0.00293662463650889	0.0536055679504165	FALSE
3279	D4A5I9	Myo6	Myosin VI	tr|D4A5I9|D4A5I9_RAT	tr|D4A5I9|D4A5I9_RAT	tr|D4A5I9|D4A5I9_RAT Myosin VI OS=Rattus norvegicus OX=10116 GN=Myo6 PE=1 SV=3	1	21	21	21	17.4	148.13	1285	0	147.71	372380000	24	17.2272210734421	16.9996477365284	16.9504875514872	17.0632897404801	16.860238297485	17.2732128098543	0.00495284914181693	-0.0334551449250093	-0.0587498240783281	0.0205319030729868	0.00845893208669013	-0.00711110212542282	-0.0363772842985915	0.323294823690137	0.591037055940984	FALSE
3280	D4A5J1	Kbtbd11	Kelch repeat and BTB domain-containing 11	tr|D4A5J1|D4A5J1_RAT	tr|D4A5J1|D4A5J1_RAT	tr|D4A5J1|D4A5J1_RAT Kelch repeat and BTB domain-containing 11 OS=Rattus norvegicus OX=10116 GN=Kbtbd11 PE=1 SV=1	1	4	4	4	10.4	67.848	633	0	24.938	31294000	4	11.8923151245565	11.7277928520712	11.4297728613081	11.3285627382816	11.6258914511327	11.9717590799389	-0.0117732603432541	0.0128698100183038	-0.261284674856977	-0.396015259725022	0.0922919251348087	0.00961500735964821	0.0113067340162127	0.939171567927903	0.97456748129202	FALSE
3281	D4A5J2	Nt5m	5,3-nucleotidase, mitochondrial	tr|D4A5J2|D4A5J2_RAT	tr|D4A5J2|D4A5J2_RAT	tr|D4A5J2|D4A5J2_RAT 5,3-nucleotidase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Nt5m PE=2 SV=2	1	2	2	2	13.2	25.52	220	0	13.318	13258000	2	11.6080237504565	11.3655569457638	11.5975404852681	11.4737564764013	11.2152296257479	11.9195337557802	-0.0227704148332206	-0.0760718766790382	0.179777168713103	0.0224726980047633	-0.0450756806398827	0.230683902810988	-0.0423820143250079	0.672474019233501	0.834166862865454	FALSE
3282	D4A5K6	Zmpste24	Zinc metallopeptidase STE24	tr|D4A5K6|D4A5K6_RAT	tr|D4A5K6|D4A5K6_RAT	tr|D4A5K6|D4A5K6_RAT Zinc metallopeptidase STE24 OS=Rattus norvegicus OX=10116 GN=Zmpste24 PE=1 SV=1	1	2	2	2	4	54.847	475	0.00031104	12.441	8688000	2	13.5642685979355	13.567480801143	13.4786432391121	13.5097750043269	13.183557848487	13.8447057644119	-0.125580113378695	0.0667974326757199	0.00182537653256504	-0.000563320094123743	-0.135802003925311	0.0968013654182335	-0.00579778185640289	0.941791010561329	0.976344803457867	FALSE
3283	D4A5W8	Pgs1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	tr|D4A5W8|D4A5W8_RAT	tr|D4A5W8|D4A5W8_RAT	tr|D4A5W8|D4A5W8_RAT CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase OS=Rattus norvegicus OX=10116 GN=Pgs1 PE=3 SV=2	1	5	5	5	11.2	57.755	510	0	65.523	115970000	5	14.232870575003	14.1638854939869	14.0423433797937	14.076481601207	13.9928498462685	14.4292105676838	-0.0709399205753682	0.0492403412554588	-0.0484362670499327	-0.0478185074781655	0.0595282095920409	0.0673443844259248	-0.0497299776365474	0.368724931892621	0.6252499906974	FALSE
3285	D4A5X7	Gdap1	Ganglioside-induced differentiation-associated-protein 1	tr|D4A5X7|D4A5X7_RAT	tr|D4A5X7|D4A5X7_RAT	tr|D4A5X7|D4A5X7_RAT Ganglioside-induced differentiation-associated-protein 1 OS=Rattus norvegicus OX=10116 GN=Gdap1 PE=3 SV=1	1	11	11	11	29.9	41.216	358	0	126.89	1172200000	15	16.3975743680409	16.0791097277041	16.1099938458452	16.2014922003307	16.1007855146758	16.4434292354045	0.0143398157281774	-0.114959481761755	-0.060209857732847	-0.00223196508891399	0.0880398212649803	0.00213899541226342	-0.0829254584515848	0.134862352275763	0.391578922707383	FALSE
