Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Prep35	Razor + unique peptides Prep35	Unique peptides Prep35	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Fraction 11	Fraction 12	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity corrected 1 Prep35	Reporter intensity corrected 2 Prep35	Reporter intensity corrected 3 Prep35	Reporter intensity corrected 4 Prep35	Reporter intensity corrected 5 Prep35	Reporter intensity corrected 6 Prep35	Reporter intensity 1 Prep35	Reporter intensity 2 Prep35	Reporter intensity 3 Prep35	Reporter intensity 4 Prep35	Reporter intensity 5 Prep35	Reporter intensity 6 Prep35	Reporter intensity count 1 Prep35	Reporter intensity count 2 Prep35	Reporter intensity count 3 Prep35	Reporter intensity count 4 Prep35	Reporter intensity count 5 Prep35	Reporter intensity count 6 Prep35	Sequence coverage Prep35 [%]	Intensity	Intensity Prep35	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
tr|M0R608|M0R608_RAT	tr|M0R608|M0R608_RAT	7	1	1	tr|M0R608|M0R608_RAT Reticulon OS=Rattus norvegicus OX=10116 GN=Rtn1 PE=1 SV=2	1	7	1	1	7	1	1	19.1	6.8	6.8	63.813	587	587	8								2					0	68.53	3924.9	3511.3	3263.9	2312.9	3936	3812.1	3590.9	3328	3354.8	2410.9	4003.3	3654.8	1	1	1	1	1	1	3924.9	3511.3	3263.9	2312.9	3936	3812.1	3590.9	3328	3354.8	2410.9	4003.3	3654.8	1	1	1	1	1	1	19.1	35887000	35887000	2				3757	2091;9493;10107;11140;24124;24520;24982	True;False;False;False;False;False;False	2137;9725;10374;11436;24902;25312;25786	2993;2994;13405;14288;15694;15695;15696;33546;33547;34179;34180;34809	4132;4133;18041;18042;19259;19260;21163;21164;21165;21166;21167;45563;45564;46439;46440;46441;47261	4132;18042;19259;21164;45564;46440;47261		
tr|M0R6E0|M0R6E0_RAT;sp|D4ABB8|ATP9B_RAT;tr|A0A0G2K3M6|A0A0G2K3M6_RAT	tr|M0R6E0|M0R6E0_RAT	6;1;1	6;1;1	6;1;1	tr|M0R6E0|M0R6E0_RAT Phospholipid-transporting ATPase OS=Rattus norvegicus OX=10116 GN=Atp9a PE=1 SV=2	3	6	6	6	6	6	6	7.3	7.3	7.3	90.85	808	808;1147;1158	8.71	1							1	1	2	1	1	0	37.413	45996	47601	43274	38508	40190	50073	42088	45055	44668	39114	41938	47699	5	5	5	5	5	5	45996	47601	43274	38508	40190	50073	42088	45055	44668	39114	41938	47699	5	5	5	5	5	5	7.3	85185000	85185000	8				3758	16165;16598;19353;23703;23803;27882	True;True;True;True;True;True	16617;17058;20019;24473;24573;28808	22706;23235;27278;27279;33027;33144;38943	31056;31737;37325;37326;37327;44904;45046;52860	31056;31737;37325;44904;45046;52860		
tr|M0R6J0|M0R6J0_RAT	tr|M0R6J0|M0R6J0_RAT	5	5	5	tr|M0R6J0|M0R6J0_RAT Mitochondrial ribosomal protein L39 OS=Rattus norvegicus OX=10116 GN=Mrpl39 PE=1 SV=2	1	5	5	5	5	5	5	12.8	12.8	12.8	38.374	336	336	8.83			1		1					1	1	2	0	35.198	18009	15111	16976	14513	15846	16918	16476	14373	17254	14789	16403	16177	5	5	5	5	5	5	18009	15111	16976	14513	15846	16918	16476	14373	17254	14789	16403	16177	5	5	5	5	5	5	12.8	114750000	114750000	8				3759	3336;4148;7943;20922;24570	True;True;True;True;True	3398;4231;8139;21635;25362	4679;4680;5864;11024;29473;34247	6357;6358;8000;8001;14790;40295;46530;46531	6358;8001;14790;40295;46531		
tr|M0R6L8|M0R6L8_RAT	tr|M0R6L8|M0R6L8_RAT	4	4	4	tr|M0R6L8|M0R6L8_RAT DnaJ heat shock protein family (Hsp40) member C19 OS=Rattus norvegicus OX=10116 GN=Dnajc19 PE=1 SV=1	1	4	4	4	4	4	4	22.5	22.5	22.5	19.364	178	178	6.25					2		1	1					0	29.57	36477	31514	30633	29604	30369	34130	33372	29896	31521	29921	31578	32591	2	2	2	2	2	2	36477	31514	30633	29604	30369	34130	33372	29896	31521	29921	31578	32591	2	2	2	2	2	2	22.5	133980000	133980000	5				3760	4987;12497;20673;21692	True;True;True;True	5093;12843;21380;22424	7085;17658;29111;30483	9642;23999;24000;39790;41623	9642;23999;39790;41623		
tr|M0R6T1|M0R6T1_RAT	tr|M0R6T1|M0R6T1_RAT	1	1	1	tr|M0R6T1|M0R6T1_RAT TatD DNase domain-containing 1 OS=Rattus norvegicus OX=10116 GN=Tatdn1 PE=1 SV=2	1	1	1	1	1	1	1	3.8	3.8	3.8	33.291	293	293	3			1										0.0033529	7.4176	6252.3	5379.9	5605.1	4375	5110.4	5620.1	5720.1	5109.6	5719.2	4489.8	5282.6	5369.7	1	1	1	1	1	1	6252.3	5379.9	5605.1	4375	5110.4	5620.1	5720.1	5109.6	5719.2	4489.8	5282.6	5369.7	1	1	1	1	1	1	3.8	7654400	7654400	1				3761	11143	True	11439	15699	21170	21170		
tr|M0R6T4|M0R6T4_RAT	tr|M0R6T4|M0R6T4_RAT	2	2	2	tr|M0R6T4|M0R6T4_RAT MMS19 homolog, cytosolic iron-sulfur assembly component OS=Rattus norvegicus OX=10116 GN=Mms19 PE=1 SV=1	1	2	2	2	2	2	2	3.6	3.6	3.6	112.93	1031	1031	3			2										0	13.924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6	9429000	9429000	2				3762	14597;22334	True;True	14996;23074	20541;31323	28105;42735	28105;42735		
tr|M0R6W5|M0R6W5_RAT	tr|M0R6W5|M0R6W5_RAT	2	2	2	tr|M0R6W5|M0R6W5_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=1 SV=2	1	2	2	2	2	2	2	4.1	4.1	4.1	49.66	434	434	5.5					1	1							0	13.268	3150.8	2809.3	2654.7	2831.8	2268.8	3255.6	2882.7	2663.3	2742.1	2836.5	2412.1	3092	1	1	1	1	1	1	3150.8	2809.3	2654.7	2831.8	2268.8	3255.6	2882.7	2663.3	2742.1	2836.5	2412.1	3092	1	1	1	1	1	1	4.1	38641000	38641000	3				3763	12297;24718	True;True	12628;25514	17341;34436	23524;46769;46770	23524;46769		
tr|M0R735|M0R735_RAT;tr|A0A0G2K9J1|A0A0G2K9J1_RAT;sp|Q7TP47|HNRPQ_RAT	tr|M0R735|M0R735_RAT;tr|A0A0G2K9J1|A0A0G2K9J1_RAT;sp|Q7TP47|HNRPQ_RAT	9;6;6	9;6;6	9;6;6	tr|M0R735|M0R735_RAT Heterogeneous nuclear ribonucleoprotein Q OS=Rattus norvegicus OX=10116 GN=Syncrip PE=1 SV=2;tr|A0A0G2K9J1|A0A0G2K9J1_RAT Heterogeneous nuclear ribonucleoprotein Q OS=Rattus norvegicus OX=10116 GN=Syncrip PE=1 SV=1;sp|Q7TP47|HNRPQ_RAT 	3	9	9	9	9	9	9	20.6	20.6	20.6	62.672	562	562;533;533	6.8		2			3	1		1			1	2	0	72.867	51154	46243	44657	34994	43796	56339	46802	43851	45820	35953	45459	53629	7	7	7	7	7	7	51154	46243	44657	34994	43796	56339	46802	43851	45820	35953	45459	53629	7	7	7	7	7	7	20.6	73408000	73408000	12				3764	4047;4524;5432;15840;15841;19017;25208;26492;29150	True;True;True;True;True;True;True;True;True	4129;4621;5547;16287;16288;19667;26024;27361;30110	5733;5734;6379;7662;22285;22286;26777;35150;36951;40724	7830;7831;8678;10391;30497;30498;36618;36619;47737;50105;50106;55335	7831;8678;10391;30497;30498;36618;47737;50106;55335		
tr|M0R776|M0R776_RAT;tr|A0A0G2JZC3|A0A0G2JZC3_RAT	tr|M0R776|M0R776_RAT;tr|A0A0G2JZC3|A0A0G2JZC3_RAT	6;4	6;4	6;4	tr|M0R776|M0R776_RAT Mitochondrial ribosomal protein S36 OS=Rattus norvegicus OX=10116 GN=Mrps36 PE=1 SV=1;tr|A0A0G2JZC3|A0A0G2JZC3_RAT Mitochondrial ribosomal protein S36 OS=Rattus norvegicus OX=10116 GN=Mrps36 PE=1 SV=1	2	6	6	6	6	6	6	69.9	69.9	69.9	11.413	103	103;112	5.73	5				1				2		1	2	0	118.07	106700	96830	97728	88969	102040	112250	97622	91881	100150	90408	105550	107250	12	12	12	12	12	12	106700	96830	97728	88969	102040	112250	97622	91881	100150	90408	105550	107250	12	12	12	12	12	12	69.9	1110100000	1110100000	16				3765	9628;14133;16902;21084;21626;28551	True;True;True;True;True;True	9882;9883;14523;17369;21802;22356;29494	13647;13648;13649;13650;13651;13652;19962;23619;29709;30406;39862	18427;18428;18429;18430;18431;18432;18433;18434;18435;18436;18437;27326;32234;40645;41526;54117	18435;27326;32234;40645;41526;54117	1084;1085	66;89
tr|M0R7A6|M0R7A6_RAT	tr|M0R7A6|M0R7A6_RAT	6	4	4	tr|M0R7A6|M0R7A6_RAT Intersectin 2 OS=Rattus norvegicus OX=10116 GN=Itsn2 PE=1 SV=2	1	6	4	4	6	4	4	3.8	2.7	2.7	195.57	1716	1716	6.25	1	1								1		1	0	50.157	24991	24359	21632	24508	21312	26117	22866	23058	22472	24506	22403	24888	3	3	3	3	3	3	24991	24359	21632	24508	21312	26117	22866	23058	22472	24506	22403	24888	3	3	3	3	3	3	3.8	35244000	35244000	5				3766	4417;9566;13963;20950;25423;25662	True;True;False;True;True;False	4514;9811;14347;21665;26244;26499	6255;13531;19752;29537;35411;35762	8532;18240;18241;27053;40420;48082;48534	8532;18240;27053;40420;48082;48534		
tr|M0R7F3|M0R7F3_RAT;tr|A0A0U1RRY0|A0A0U1RRY0_RAT;tr|A0A0U1RRZ0|A0A0U1RRZ0_RAT	tr|M0R7F3|M0R7F3_RAT;tr|A0A0U1RRY0|A0A0U1RRY0_RAT	5;3;2	4;3;1	4;3;1	tr|M0R7F3|M0R7F3_RAT WAS protein family, member 3 OS=Rattus norvegicus OX=10116 GN=Wasf3 PE=4 SV=2;tr|A0A0U1RRY0|A0A0U1RRY0_RAT WAS protein family, member 3 (Fragment) OS=Rattus norvegicus OX=10116 GN=Wasf3 PE=4 SV=1	3	5	4	4	5	4	4	12.2	10.8	10.8	54.859	502	502;323;140	8.5						1	1		1			1	0	72.047	34122	28607	30922	25661	30862	32902	31217	27192	31500	26246	31831	31461	4	4	4	4	4	4	34122	28607	30922	25661	30862	32902	31217	27192	31500	26246	31831	31461	4	4	4	4	4	4	12.2	133070000	133070000	4				3767	17074;20396;20884;21920;23806	True;False;True;True;True	17546;21097;21594;22653;24576	23849;28790;29409;30780;33147	32514;39414;40206;42030;45051	32514;39414;40206;42030;45051		
tr|M0R7G4|M0R7G4_RAT;tr|M0R7V3|M0R7V3_RAT	tr|M0R7G4|M0R7G4_RAT;tr|M0R7V3|M0R7V3_RAT	5;5	5;5	5;5	tr|M0R7G4|M0R7G4_RAT MICOS complex subunit OS=Rattus norvegicus OX=10116 GN=Apoo PE=1 SV=2;tr|M0R7V3|M0R7V3_RAT MICOS complex subunit OS=Rattus norvegicus OX=10116 GN=Apoo PE=1 SV=2	2	5	5	5	5	5	5	34.7	34.7	34.7	22.369	196	196;198	5.29	2		1				2		2				0	148.81	71805	66429	62672	60240	65882	89370	65697	62960	64612	60973	68886	84976	7	7	7	7	7	7	71805	66429	62672	60240	65882	89370	65697	62960	64612	60973	68886	84976	7	7	7	7	7	7	34.7	398850000	398850000	8				3768	10478;11598;17625;25787;26848	True;True;True;True;True	10754;11911;18107;26627;27731	14777;16359;16360;16361;24585;35948;37507	19899;22142;22143;22144;33501;48797;48798;50883	19899;22144;33501;48797;50883		
tr|M0R7R2|M0R7R2_RAT	tr|M0R7R2|M0R7R2_RAT	7	7	7	tr|M0R7R2|M0R7R2_RAT Similar to Protein C6orf203 OS=Rattus norvegicus OX=10116 GN=LOC683897 PE=1 SV=1	1	7	7	7	7	7	7	22.5	22.5	22.5	29.264	253	253	6.62	1	1	1		1				1	1	1	1	0	43.946	95316	77079	78166	69271	77688	93697	87197	73211	80091	70471	80728	89321	6	6	6	6	6	6	95316	77079	78166	69271	77688	93697	87197	73211	80091	70471	80728	89321	6	6	6	6	6	6	22.5	151830000	151830000	8				3769	6849;19004;19005;22103;24879;27041;27042	True;True;True;True;True;True;True	7007;19654;19655;22839;25680;27930;27931	9577;26763;26764;31033;34658;34659;37767;37768	12875;36603;36604;42348;47064;47065;51220;51221	12875;36603;36604;42348;47065;51220;51221		
tr|M0R7T2|M0R7T2_RAT	tr|M0R7T2|M0R7T2_RAT	1	1	1	tr|M0R7T2|M0R7T2_RAT AlkB homolog 7 OS=Rattus norvegicus OX=10116 GN=Alkbh7 PE=1 SV=1	1	1	1	1	1	1	1	10	10	10	25.016	221	221	4				1									0.0038199	6.9449	549.79	480.37	862.07	575.2	410.57	673.07	502.99	461.57	850.91	592.45	442.32	637.69	1	1	1	1	1	1	549.79	480.37	862.07	575.2	410.57	673.07	502.99	461.57	850.91	592.45	442.32	637.69	1	1	1	1	1	1	10	1222500	1222500	1				3770	22	True	20	23	31	31		
tr|M0R7U1|M0R7U1_RAT	tr|M0R7U1|M0R7U1_RAT	7	7	7	tr|M0R7U1|M0R7U1_RAT Adenylate kinase 5 OS=Rattus norvegicus OX=10116 GN=Ak5 PE=1 SV=1	1	7	7	7	7	7	7	12.1	12.1	12.1	63.155	562	562	6.12				3	1	2			1		1		0	50.273	45946	37075	41345	35997	39855	45240	42033	35271	42064	36651	41332	43190	5	5	5	5	5	5	45946	37075	41345	35997	39855	45240	42033	35271	42064	36651	41332	43190	5	5	5	5	5	5	12.1	86308000	86308000	8				3771	2491;8796;12092;18213;20431;21119;29148	True;True;True;True;True;True;True	2539;9011;12419;18778;21135;21837;30108	3493;3494;12389;17072;25515;28839;29750;40722	4761;4762;16646;23167;34827;39470;40695;55333	4762;16646;23167;34827;39470;40695;55333		
tr|M0R8A5|M0R8A5_RAT;tr|M0RCD7|M0RCD7_RAT	tr|M0R8A5|M0R8A5_RAT;tr|M0RCD7|M0RCD7_RAT	2;1	2;1	2;1	tr|M0R8A5|M0R8A5_RAT Carbonic anhydrase 10 OS=Rattus norvegicus OX=10116 GN=Car10 PE=4 SV=2;tr|M0RCD7|M0RCD7_RAT Carbonic anhydrase 10 OS=Rattus norvegicus OX=10116 GN=Car10 PE=4 SV=2	2	2	2	2	2	2	2	9.5	9.5	9.5	37.562	328	328;103	6.5					1			1					0	13.248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.5	8498200	8498200	2				3772	20586;25564	True;True	21292;26398	29010;35633	39667;48373	39667;48373		
tr|M0R8M9|M0R8M9_RAT	tr|M0R8M9|M0R8M9_RAT	50	3	3	tr|M0R8M9|M0R8M9_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=3 SV=2	1	50	3	3	50	3	3	67.5	4.4	4.4	72.694	661	661	8.2							2		3				0	34.691	28639	26291	27023	23905	25824	27899	26203	24953	27642	24304	26755	26668	3	3	3	3	3	3	28639	26291	27023	23905	25824	27899	26203	24953	27642	24304	26755	26668	3	3	3	3	3	3	67.5	248380000	248380000	5				3773	615;2323;2324;3325;3865;4330;5323;5726;6345;7285;7362;7376;9684;10194;11387;11388;12126;12988;12989;14893;15699;16208;16209;17000;17674;18047;18433;18434;18441;18442;19398;19399;19405;19462;19590;19981;20638;20899;21253;22241;22624;23439;23853;26127;26128;26349;26685;26852;28065;29298	False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False	619;2369;2370;3387;3944;4426;5438;5851;6494;7463;7464;7541;7555;9939;10461;11691;11692;11693;11694;12454;13349;13350;15305;16138;16660;16661;17469;18156;18587;18588;19058;19059;19060;19068;19069;19070;20064;20065;20072;20073;20134;20135;20266;20673;21344;21610;21611;21974;22978;22979;23370;24205;24624;26980;26981;27216;27563;27735;28996;30266	825;3291;3292;3293;4662;4663;4664;4665;5450;6149;7538;7539;8086;8929;10182;10183;10184;10185;10285;10286;10301;13735;14402;14403;16061;16062;16063;16064;16065;17121;17122;18401;18402;18403;20969;20970;20971;20972;20973;22088;22756;22757;22758;23754;24644;24645;25265;25266;25267;25268;25974;25975;25976;25977;25978;25979;25980;25981;25982;25983;25991;25992;25993;27328;27329;27330;27340;27341;27342;27343;27344;27345;27346;27347;27348;27349;27350;27351;27352;27428;27429;27430;27431;27432;27433;27434;27601;28275;29069;29070;29429;29430;29431;29432;29433;29434;29435;29436;29437;29438;29439;29440;29441;29442;29925;31199;31200;31201;31202;31203;31204;31205;31206;31679;31680;31681;32705;32706;32707;32708;32709;32710;33199;33200;33201;33202;33203;33204;33205;33206;36429;36430;36431;36432;36433;36765;36766;36767;36768;37256;37511;37512;39180;39181;40924	1102;4507;4508;4509;4510;4511;4512;4513;6333;6334;6335;6336;6337;6338;7404;8404;8405;8406;8407;10244;10245;10246;10952;10953;12089;13658;13659;13660;13661;13662;13663;13784;13785;13801;13802;18547;18548;19406;19407;19408;19409;21724;21725;21726;21727;21728;21729;21730;21731;23230;23231;25178;25179;25180;25181;25182;25183;25184;28715;28716;28717;28718;28719;28720;28721;30249;30250;30251;31118;31119;31120;32394;33583;33584;33585;34494;34495;34496;34497;34498;34499;34500;35600;35601;35602;35603;35604;35605;35606;35607;35608;35609;35610;35611;35612;35613;35614;35615;35616;35617;35625;35626;35627;35628;35629;35630;35631;37383;37384;37385;37396;37397;37398;37399;37400;37401;37402;37403;37404;37405;37406;37407;37408;37409;37410;37411;37412;37413;37414;37415;37416;37417;37418;37419;37520;37521;37522;37523;37524;37525;37526;37527;37528;37529;37530;37531;37532;37533;37534;37535;37755;38754;39738;39739;39740;40231;40232;40233;40234;40235;40236;40237;40238;40239;40240;40241;40242;40243;40244;40245;40246;40247;40248;40249;40250;40251;40252;40253;40921;42554;42555;42556;42557;42558;42559;42560;42561;42562;42563;42564;42565;42566;42567;42568;42569;42570;42571;42572;42573;42574;42575;42576;42577;42578;42579;42580;43201;43202;43203;43204;43205;43206;44507;44508;44509;44510;44511;44512;44513;44514;44515;45120;45121;45122;45123;45124;45125;45126;45127;45128;45129;45130;45131;49413;49414;49415;49416;49417;49418;49419;49420;49868;49869;49870;49871;49872;49873;49874;49875;50539;50888;50889;50890;50891;53162;53163;55598	1102;4507;4512;6335;7404;8405;10245;10952;12089;13661;13784;13802;18548;19409;21725;21728;23230;25178;25183;28718;30250;31118;31119;32394;33585;34496;35610;35614;35626;35631;37383;37385;37409;37531;37755;38754;39738;40232;40921;42576;43204;44511;45127;49415;49420;49874;50539;50889;53162;55598	518;519;520;521;522;524;525;1086	76;102;108;137;142;252;533;564
tr|M0R8V0|M0R8V0_RAT	tr|M0R8V0|M0R8V0_RAT	6	6	6	tr|M0R8V0|M0R8V0_RAT UHRF1-binding protein 1-like OS=Rattus norvegicus OX=10116 GN=Uhrf1bp1l PE=1 SV=2	1	6	6	6	6	6	6	4.8	4.8	4.8	162.87	1467	1467	4.57		2	1		3					1			0	51.121	34563	31469	30306	25876	31007	33504	31622	29838	31138	26417	32001	32025	5	5	5	5	5	5	34563	31469	30306	25876	31007	33504	31622	29838	31138	26417	32001	32025	5	5	5	5	5	5	4.8	37640000	37640000	8				3774	4517;8076;10224;11407;13654;22246	True;True;True;True;True;True	4614;8279;10491;11715;14035;22984	6370;11214;14434;14435;16095;19368;31211	8669;15041;15042;19445;19446;21777;26533;42587	8669;15042;19446;21777;26533;42587		
tr|M0R919|M0R919_RAT	tr|M0R919|M0R919_RAT	2	2	2	tr|M0R919|M0R919_RAT Prefoldin subunit 3 OS=Rattus norvegicus OX=10116 GN=Vbp1 PE=1 SV=2	1	2	2	2	2	2	2	21.5	21.5	21.5	20.929	186	186	7							2						0.00030998	12.317	702.88	522.62	291.27	403.63	620.52	590.82	642.97	493.2	319.64	404.79	632.48	566.72	1	1	1	1	1	1	702.88	522.62	291.27	403.63	620.52	590.82	642.97	493.2	319.64	404.79	632.48	566.72	1	1	1	1	1	1	21.5	23584000	23584000	2				3775	7806;15570	True;True	7999;16004	10850;21924	14557;30025	14557;30025		
tr|M0R952|M0R952_RAT	tr|M0R952|M0R952_RAT	1	1	1	tr|M0R952|M0R952_RAT Sulfotransferase OS=Rattus norvegicus OX=10116 GN=Sult6b1 PE=3 SV=1	1	1	1	1	1	1	1	5.3	5.3	5.3	34.856	303	303	6.5	1											1	0.00311	7.7828	18790	18669	15949	10657	17042	15526	17193	17660	16489	11137	17326	14912	2	2	2	2	2	2	18790	18669	15949	10657	17042	15526	17193	17660	16489	11137	17326	14912	2	2	2	2	2	2	5.3	77384000	77384000	2				3776	20259	True	20959	28626;28627	39207;39208	39207		
tr|M0R959|M0R959_RAT	tr|M0R959|M0R959_RAT	3	3	3	tr|M0R959|M0R959_RAT Metabolism of cobalamin-associated B OS=Rattus norvegicus OX=10116 GN=Mmab PE=1 SV=1	1	3	3	3	3	3	3	15.2	15.2	15.2	26.233	237	237	10.7								1				2	0	21.299	16361	14452	12972	13755	12975	17713	14969	13692	13455	13816	13654	16840	3	3	3	3	3	3	16361	14452	12972	13755	12975	17713	14969	13692	13455	13816	13654	16840	3	3	3	3	3	3	15.2	46429000	46429000	4				3777	9064;16925;28542	True;True;True	9288;17392;29484	12754;23651;39850	17143;17144;32273;54103	17144;32273;54103		
tr|M0R970|M0R970_RAT	tr|M0R970|M0R970_RAT	1	1	1	tr|M0R970|M0R970_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=1 SV=1	1	1	1	1	1	1	1	8.7	8.7	8.7	11.205	104	104	1	1												0.0080708	6.2348	15169	12535	13692	10608	12377	14195	13877	11919	13925	10892	12816	13548	1	1	1	1	1	1	15169	12535	13692	10608	12377	14195	13877	11919	13925	10892	12816	13548	1	1	1	1	1	1	8.7	26605000	26605000	1				3778	2796	True	2846	3869	5230	5230		
tr|M0R9I6|M0R9I6_RAT	tr|M0R9I6|M0R9I6_RAT	6	6	6	tr|M0R9I6|M0R9I6_RAT Aminomethyltransferase OS=Rattus norvegicus OX=10116 GN=Amt PE=1 SV=2	1	6	6	6	6	6	6	15.1	15.1	15.1	44.487	403	403	6.29			2		2				2	1			0	39.332	71809	68022	65058	59693	63559	78320	65702	64471	66941	60547	66239	74625	7	7	7	7	7	7	71809	68022	65058	59693	63559	78320	65702	64471	66941	60547	66239	74625	7	7	7	7	7	7	15.1	187620000	187620000	10				3779	4568;12106;14641;18403;25675;26589	True;True;True;True;True;True	4665;12433;15042;19014;26512;27462	6430;17093;20600;25847;35779;35780;37092	8741;8742;23196;28179;35286;48558;48559;48560;48561;50310	8741;23196;28179;35286;48558;50310		
tr|M0R9U3|M0R9U3_RAT;tr|D3ZP44|D3ZP44_RAT	tr|M0R9U3|M0R9U3_RAT;tr|D3ZP44|D3ZP44_RAT	2;1	2;1	2;1	tr|M0R9U3|M0R9U3_RAT RCG37061 OS=Rattus norvegicus OX=10116 GN=Slitrk5 PE=4 SV=1;tr|D3ZP44|D3ZP44_RAT SLIT and NTRK-like family, member 6 OS=Rattus norvegicus OX=10116 GN=Slitrk6 PE=4 SV=1	2	2	2	2	2	2	2	3	3	3	107.3	958	958;840	6.5					1			1					0	15.197	3405.8	2409.2	2989.1	2833	2520.7	3393.2	3115.4	2299.1	3026	2859.8	2657.9	3226.8	2	2	2	2	2	2	3405.8	2409.2	2989.1	2833	2520.7	3393.2	3115.4	2299.1	3026	2859.8	2657.9	3226.8	2	2	2	2	2	2	3	11724000	11724000	2				3780	8211;21478	True;True	8417;22204	11423;30216	15372;41289	15372;41289		
