Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Prep31	Razor + unique peptides Prep31	Unique peptides Prep31	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Fraction 11	Fraction 12	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity corrected 1 Prep31	Reporter intensity corrected 2 Prep31	Reporter intensity corrected 3 Prep31	Reporter intensity corrected 4 Prep31	Reporter intensity corrected 5 Prep31	Reporter intensity corrected 6 Prep31	Reporter intensity 1 Prep31	Reporter intensity 2 Prep31	Reporter intensity 3 Prep31	Reporter intensity 4 Prep31	Reporter intensity 5 Prep31	Reporter intensity 6 Prep31	Reporter intensity count 1 Prep31	Reporter intensity count 2 Prep31	Reporter intensity count 3 Prep31	Reporter intensity count 4 Prep31	Reporter intensity count 5 Prep31	Reporter intensity count 6 Prep31	Sequence coverage Prep31 [%]	Intensity	Intensity Prep31	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
tr|A5I2T3|A5I2T3_CLOBH	tr|A5I2T3|A5I2T3_CLOBH	14	14	14	tr|A5I2T3|A5I2T3_CLOBH Glutamate dehydrogenase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=gluD PE=3 SV=1	1	14	14	14	14	14	14	35.6	35.6	35.6	45.613	421	421	6.62	3	4	1	2	1	1	1		3	1	2	5	0	131.79	211710	317350	139140	315140	299150	166080	193810	297540	159200	308170	305920	162640	19	19	19	19	19	19	211710	317350	139140	315140	299150	166080	193810	297540	159200	308170	305920	162640	19	19	19	19	19	19	35.6	3171000000	3171000000	30				2982	1499;1875;2004;5572;5573;5970;7165;8635;11916;17587;21102;24722;26532;30577	True;True;True;True;True;True;True;True;True;True;True;True;True;True	1537;1930;2072;5780;5781;5782;6192;7447;8966;12390;18299;18300;22129;25877;27762;32015	2245;2850;3078;8601;8602;8603;9189;10919;12958;12959;12960;17967;17968;17969;26332;26333;26334;31669;31670;36964;39437;39438;39439;45468	3013;3893;3894;4227;11887;11888;11889;11890;12653;14964;17654;17655;17656;24582;24583;24584;24585;36058;36059;36060;43352;43353;50637;53768;53769;53770;53771;53772;53773;61909	3013;3894;4227;11889;11890;12653;14964;17656;24584;36058;43352;50637;53771;61909	1474;1475	25;92
tr|A5I344|A5I344_CLOBH	tr|A5I344|A5I344_CLOBH	3	3	3	tr|A5I344|A5I344_CLOBH Alpha-clostripain OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=closI PE=4 SV=1	1	3	3	3	3	3	3	8.2	8.2	8.2	59.666	527	527	6	1				1							1	0	40.653	21617	26606	19795	27731	25527	21767	19784	25091	20964	27505	26417	20951	3	3	3	3	3	3	21617	26606	19795	27731	25527	21767	19784	25091	20964	27505	26417	20951	3	3	3	3	3	3	8.2	63926000	63926000	3				2983	11960;25369;29411	True;True;True	12436;26541;30784	18031;37829;43685	24671;51744;59500	24671;51744;59500		
tr|A5I383|A5I383_CLOBH	tr|A5I383|A5I383_CLOBH	2	2	2	tr|A5I383|A5I383_CLOBH Putative secreted carbohydrate-binding protein OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO1958 PE=4 SV=1	1	2	2	2	2	2	2	2.9	2.9	2.9	77.043	682	682	9.5							1					1	0.00049128	2.2189	24002	30646	25088	38207	36823	15365	21969	28929	26388	37808	37446	15292	2	2	2	2	2	2	24002	30646	25088	38207	36823	15365	21969	28929	26388	37808	37446	15292	2	2	2	2	2	2	2.9	71188000	71188000	2				2984	20991;33158	True;True	21985;34720	31391;49505	42848;67505	42848;67505		
tr|A5I3J3|A5I3J3_CLOBH	tr|A5I3J3|A5I3J3_CLOBH	1	1	1	tr|A5I3J3|A5I3J3_CLOBH Putative cytosine deaminase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=codA PE=4 SV=1	1	1	1	1	1	1	1	3.8	3.8	3.8	47.824	421	421	4				1									0.00049008	2.1912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8	0	0	1				2985	17424	True	18133	26062	35661	35661		
tr|A5I4H2|A5I4H2_CLOBH	tr|A5I4H2|A5I4H2_CLOBH	3	3	3	tr|A5I4H2|A5I4H2_CLOBH Putative phosphocarrier protein HPr OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=ptsH PE=4 SV=1	1	3	3	3	3	3	3	52.9	52.9	52.9	9.0264	85	85	7.33		1							1		1		0	12.809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.9	47103000	47103000	3				2986	7048;17836;25946	True;True;True	7307;18561;27144	10702;26699;38637	14654;36571;52769	14654;36571;52769		
tr|A5I4N3|A5I4N3_CLOBH	tr|A5I4N3|A5I4N3_CLOBH	1	1	1	tr|A5I4N3|A5I4N3_CLOBH Acyl carrier protein OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=acp PE=3 SV=1	1	1	1	1	1	1	1	15	15	15	9.0279	80	80	1	1												0	4.0841	5319.2	7819.5	4468.8	9046	7330.7	4161.8	4869.4	7347.6	4915.6	8849.5	7558.3	4071.3	1	1	1	1	1	1	5319.2	7819.5	4468.8	9046	7330.7	4161.8	4869.4	7347.6	4915.6	8849.5	7558.3	4071.3	1	1	1	1	1	1	15	60149000	60149000	1				2987	14821	True	15434	22340	30672	30672		
tr|A5I536|A5I536_CLOBH	tr|A5I536|A5I536_CLOBH	10	10	10	tr|A5I536|A5I536_CLOBH M18 family aminopeptidase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO2605 PE=3 SV=1	1	10	10	10	10	10	10	24.6	24.6	24.6	52.666	467	467	6.7			3	1	1		1		1	1	1	1	0	68.491	32057	42629	22375	44146	41435	24594	29342	40046	24868	43315	42453	24009	5	5	5	5	5	5	32057	42629	22375	44146	41435	24594	29342	40046	24868	43315	42453	24009	5	5	5	5	5	5	24.6	309230000	309230000	10				2988	5896;6097;8452;14182;16491;20690;26202;28194;28403;32048	True;True;True;True;True;True;True;True;True;True	6115;6323;8775;14749;17154;21608;27421;29506;29725;33556	9092;9348;12717;21295;24728;30859;39019;41866;42202;47686	12519;12850;17330;29146;33885;42154;53265;57034;57519;64982	12519;12850;17330;29146;33885;42154;53265;57034;57519;64982		
tr|A5I5D7|A5I5D7_CLOBH	tr|A5I5D7|A5I5D7_CLOBH	2	2	2	tr|A5I5D7|A5I5D7_CLOBH Putative glycosyl transferase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO2703 PE=4 SV=1	1	2	2	2	2	2	2	2.6	2.6	2.6	45.767	392	392	8								2					0	2.8025	16999	16570	14410	17715	19676	11473	15554	15680	15021	17722	20008	11210	3	3	3	3	3	3	16999	16570	14410	17715	19676	11473	15554	15680	15021	17722	20008	11210	3	3	3	3	3	3	2.6	603570000	603570000	3				2989	16505;33129	True;True	17168;34691	24745;49346	33909;67288;67289	33909;67289		
tr|A5I5G7|A5I5G7_CLOBH	tr|A5I5G7|A5I5G7_CLOBH	1	1	1	tr|A5I5G7|A5I5G7_CLOBH Flagellar hook-associated protein 2 OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=fliD PE=3 SV=1	1	1	1	1	1	1	1	1.5	1.5	1.5	88.894	811	811	7							1						0.0031056	1.9049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	4744800	4744800	1				2990	28326	True	29646	42090	57360	57360		
tr|A5I5J4|A5I5J4_CLOBH	tr|A5I5J4|A5I5J4_CLOBH	1	1	1	tr|A5I5J4|A5I5J4_CLOBH Pyruvate-flavodoxin oxidoreductase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=nifJ2 PE=3 SV=1	1	1	1	1	1	1	1	0.8	0.8	0.8	130.84	1192	1192	12												1	0.00073135	2.1394	5516	5730.6	4191.7	6404.6	6174.9	4407.8	5047.4	5408.8	4460.1	6337	6345.8	4269.4	1	1	1	1	1	1	5516	5730.6	4191.7	6404.6	6174.9	4407.8	5047.4	5408.8	4460.1	6337	6345.8	4269.4	1	1	1	1	1	1	0.8	13762000	13762000	1				2991	1803	True	1855	2742	3740	3740		
tr|A5I5K4|A5I5K4_CLOBH	tr|A5I5K4|A5I5K4_CLOBH	1	1	1	tr|A5I5K4|A5I5K4_CLOBH Glycerol uptake operon antiterminator regulatory protein OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=glpP PE=4 SV=1	1	1	1	1	1	1	1	7	7	7	20.649	187	187	5					1								0.007791	1.4903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1				2992	15731	True	16377	23752	32615	32615	1476	63
tr|A5I5N6|A5I5N6_CLOBH	tr|A5I5N6|A5I5N6_CLOBH	1	1	1	tr|A5I5N6|A5I5N6_CLOBH Pyridoxal 5-phosphate synthase subunit PdxS OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=pyroA PE=3 SV=1	1	1	1	1	1	1	1	5.3	5.3	5.3	30.486	284	284	11											1		0	2.5869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3	4206200	4206200	1				2993	7090	True	7352	10755	14722	14722		
tr|A5I5W9|A5I5W9_CLOBH	tr|A5I5W9|A5I5W9_CLOBH	2	2	2	tr|A5I5W9|A5I5W9_CLOBH Putative aspartate/ornithine carbamoyltransferase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO2885 PE=3 SV=1	1	2	2	2	2	2	2	4.8	4.8	4.8	45.326	398	398	10								1				1	0	10.759	9731.4	9927.9	5688.7	10073	8402.3	7604.4	8904.5	9348.1	6243.4	9895.9	8753.1	7305.4	1	1	1	1	1	1	9731.4	9927.9	5688.7	10073	8402.3	7604.4	8904.5	9348.1	6243.4	9895.9	8753.1	7305.4	1	1	1	1	1	1	4.8	31990000	31990000	2				2994	3063;8750	True;True	3160;9085	4519;13109	6093;17858	6093;17858		
tr|A5I630|A5I630_CLOBH	tr|A5I630|A5I630_CLOBH	1	1	1	tr|A5I630|A5I630_CLOBH Putative membrane-associated phosphohydrolase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO2950 PE=4 SV=1	1	1	1	1	1	1	1	1.4	1.4	1.4	79.365	695	695	4.5				1	1								0.0099728	1.3906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	2				2995	20560	True	21459	30648;30649	41866;41867	41867	1477;1478	1;6
tr|A5I661|A5I661_CLOBH	tr|A5I661|A5I661_CLOBH	5	5	5	tr|A5I661|A5I661_CLOBH Putative endoribonuclease OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO2981 PE=4 SV=1	1	5	5	5	5	5	5	57.1	57.1	57.1	13.705	126	126	5.14	2			1		1	2			1			0	53.947	30986	48371	24234	50647	46624	25300	28369	45389	27126	49601	47725	24787	6	6	6	6	6	5	30986	48371	24234	50647	46624	25300	28369	45389	27126	49601	47725	24787	6	6	6	6	6	5	57.1	673580000	673580000	8				2996	2115;3110;4670;13705;24872	True;True;True;True;True	2194;3212;4838;14260;26029	3243;4626;7201;20561;20562;20563;37162	4443;6243;9890;9891;28126;28127;28128;50886	4443;6243;9890;28128;50886		
tr|A5I6E0|A5I6E0_CLOBH	tr|A5I6E0|A5I6E0_CLOBH	2	2	2	tr|A5I6E0|A5I6E0_CLOBH GTP pyrophosphokinase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=relA PE=3 SV=1	1	2	2	2	2	2	2	5	5	5	83.063	723	723	5			1				1						0.0077892	1.4898	21595	21747	19249	24203	25382	15792	19759	20580	20041	24164	25906	15383	2	2	2	2	2	2	21595	21747	19249	24203	25382	15792	19759	20580	20041	24164	25906	15383	2	2	2	2	2	2	5	122290000	122290000	2				2997	7809;21033	True;True	8109;22044	11780;31558	16057;43203	16057;43203		
tr|A5I6H8|A5I6H8_CLOBH	tr|A5I6H8|A5I6H8_CLOBH	1	1	1	tr|A5I6H8|A5I6H8_CLOBH Putative glycosyltransferase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO3097 PE=4 SV=1	1	1	1	1	1	1	1	2.9	2.9	2.9	43.409	375	375	3			1										0.0099773	1.3928	7507.5	7676.1	6386.9	8437.5	6738.8	4195.2	6869.6	7257.4	6691.9	8370.4	6966.8	4086.5	2	2	2	2	2	2	7507.5	7676.1	6386.9	8437.5	6738.8	4195.2	6869.6	7257.4	6691.9	8370.4	6966.8	4086.5	2	2	2	2	2	2	2.9	40238000	40238000	2				2998	1623	True	1667	2485	3393;3394	3393		
tr|A5I6I8|A5I6I8_CLOBH	tr|A5I6I8|A5I6I8_CLOBH	1	1	1	tr|A5I6I8|A5I6I8_CLOBH Putative lipopolysaccharide biosynthesis oxidoreductase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO3107 PE=4 SV=1	1	1	1	1	1	1	1	3.3	3.3	3.3	41.51	369	369	10										1			0	2.5591	3006.7	3746	2496.6	4087.7	3622	3270.9	2751.8	3528.2	2684.1	4029.5	3761.7	3142.5	1	1	1	1	1	1	3006.7	3746	2496.6	4087.7	3622	3270.9	2751.8	3528.2	2684.1	4029.5	3761.7	3142.5	1	1	1	1	1	1	3.3	8623500	8623500	1				2999	21727	True	22775	32594	44577	44577		
tr|A5I6J6|A5I6J6_CLOBH	tr|A5I6J6|A5I6J6_CLOBH	1	1	1	tr|A5I6J6|A5I6J6_CLOBH 50S ribosomal protein L25 OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=ctc PE=3 SV=1	1	1	1	1	1	1	1	4.5	4.5	4.5	20.179	178	178	8								1					1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	1	+			3000	20327	True	21170	30211	41249	41249	1479	1
tr|A5I6S9|A5I6S9_CLOBH	tr|A5I6S9|A5I6S9_CLOBH	14	14	14	tr|A5I6S9|A5I6S9_CLOBH Acetyl-CoA acetyltransferase (Thiolase) OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=thl PE=3 SV=1	1	14	14	14	14	14	14	47.6	47.6	47.6	42.37	397	397	6.37	1	2			3	5	2	1	3		2		0	262.73	127430	132980	110680	148130	131700	89509	116610	125710	115990	147100	135690	86867	15	15	15	15	15	15	127430	132980	110680	148130	131700	89509	116610	125710	115990	147100	135690	86867	15	15	15	15	15	15	47.6	901660000	901660000	22				3001	2105;3202;3989;4416;6013;13222;14343;14344;14389;14976;14978;15575;23530;27257	True;True;True;True;True;True;True;True;True;True;True;True;True;True	2184;3310;4121;4563;6238;13760;14917;14918;14919;14970;15591;15593;16217;24656;28519	3231;3232;4770;6016;6763;9241;9242;19895;21535;21536;21537;21634;22584;22585;22586;22588;23522;35299;40434	4429;4430;6442;8091;8092;9288;12713;12714;27247;29466;29467;29468;29469;29470;29632;31003;31004;31005;31007;32314;48456;55072	4430;6442;8091;9288;12714;27247;29468;29470;29632;31005;31007;32314;48456;55072	1480	370
tr|A5I6T0|A5I6T0_CLOBH	tr|A5I6T0|A5I6T0_CLOBH	7	7	7	tr|A5I6T0|A5I6T0_CLOBH 3-hydroxybutyryl-CoA dehydrogenase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=hbd PE=4 SV=1	1	7	7	7	7	7	7	20.3	20.3	20.3	30.275	276	276	7.12	1		1		1			1	2		2		0	31.125	63093	90688	41848	91192	87263	48982	57756	85076	47471	89270	89225	47943	7	7	7	7	7	7	63093	90688	41848	91192	87263	48982	57756	85076	47471	89270	89225	47943	7	7	7	7	7	7	20.3	683750000	683750000	10				3002	1023;1024;7307;10447;14956;17553;33272	True;True;True;True;True;True;True	1047;1048;7593;10849;15571;18265;34837	1505;1506;11114;15772;22553;26275;49665;49666	2027;2028;15221;21604;30959;30960;35974;67725;67726;67727	2027;2028;15221;21604;30960;35974;67726		
tr|A5I6U3|A5I6U3_CLOBH	tr|A5I6U3|A5I6U3_CLOBH	3	3	3	tr|A5I6U3|A5I6U3_CLOBH Putative rubrerythrin OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO3214 PE=4 SV=1	1	3	3	3	3	3	3	19.9	19.9	19.9	20.389	181	181	8.67			1								1	1	0	24.818	12055	16410	12250	18658	16728	9504.2	11034	15469	12991	18441	17160	9297.1	2	2	2	2	2	2	12055	16410	12250	18658	16728	9504.2	11034	15469	12991	18441	17160	9297.1	2	2	2	2	2	2	19.9	139170000	139170000	3				3003	5288;8189;13258	True;True;True	5479;8507;13797	8189;12357;19948	11348;16839;27315	11348;16839;27315		
tr|A5I721|A5I721_CLOBH	tr|A5I721|A5I721_CLOBH	1	1	1	tr|A5I721|A5I721_CLOBH Inosine-5-monophosphate dehydrogenase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=guaB PE=3 SV=1	1	1	1	1	1	1	1	1.4	1.4	1.4	52.372	484	484	7							1						0.0016925	2.0505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	1				3004	1532	True	1571	2285	3063	3063		
tr|A5I757|A5I757_CLOBH	tr|A5I757|A5I757_CLOBH	5	5	5	tr|A5I757|A5I757_CLOBH Desulfoferrodoxin OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO3333 PE=4 SV=1	1	5	5	5	5	5	5	41.1	41.1	41.1	14.267	124	124	5.5		3	1									2	0	15.647	42199	58150	41667	70741	64462	30038	38627	54784	44489	69684	65837	29694	6	6	6	6	6	6	42199	58150	41667	70741	64462	30038	38627	54784	44489	69684	65837	29694	6	6	6	6	6	6	41.1	451410000	451410000	8				3005	13113;13175;16880;18217;30311	True;True;True;True;True	13646;13713;17555;18951;31736	19712;19810;25290;27235;27236;45093	26985;26986;26987;27118;34617;37261;37262;61402	26985;27118;34617;37262;61402		
tr|A5I7F1|A5I7F1_CLOBH	tr|A5I7F1|A5I7F1_CLOBH	4	4	4	tr|A5I7F1|A5I7F1_CLOBH Probable butyrate kinase OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=buk1 PE=3 SV=1	1	4	4	4	4	4	4	16.3	16.3	16.3	38.966	356	356	6	1		1					1				1	0	8.8441	1867	2409.9	1657.8	2903.2	2660.9	1459	1708.8	2270.1	1779.5	2857.4	2724.9	1429.7	2	2	2	2	2	2	1867	2409.9	1657.8	2903.2	2660.9	1459	1708.8	2270.1	1779.5	2857.4	2724.9	1429.7	2	2	2	2	2	2	16.3	25338000	25338000	4				3006	1014;9050;21371;21820	True;True;True;True	1037;9394;22408;22873	1494;13536;32093;32808	2013;18433;43896;45065	2013;18433;43896;45065		
tr|A5I7Y8|A5I7Y8_CLOBH	tr|A5I7Y8|A5I7Y8_CLOBH	1	1	1	tr|A5I7Y8|A5I7Y8_CLOBH DUF1858 domain-containing protein OS=Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A) OX=441771 GN=CBO3615 PE=4 SV=1	1	1	1	1	1	1	1	14.8	14.8	14.8	6.4515	61	61	8								1					0.0014549	2.08	5989.3	8543.3	4654.6	9742.7	8731.9	5146.7	5482.6	8025.5	5156.5	9537	8964.4	5025.8	1	1	1	1	1	1	5989.3	8543.3	4654.6	9742.7	8731.9	5146.7	5482.6	8025.5	5156.5	9537	8964.4	5025.8	1	1	1	1	1	1	14.8	83979000	83979000	1				3007	4682	True	4852	7217	9911	9911		
tr|A9UMV7|A9UMV7_RAT	tr|A9UMV7|A9UMV7_RAT	1	1	1	tr|A9UMV7|A9UMV7_RAT RCG29512 OS=Rattus norvegicus OX=10116 GN=Uqcr11 PE=1 SV=1	1	1	1	1	1	1	1	21.4	21.4	21.4	6.5386	56	56	9									1				0	3.2047	4636.1	4203.8	2880.3	3860.7	3768.2	3303.8	4241.7	3968.6	3078.2	3839.5	3892.7	3177	1	1	1	1	1	1	4636.1	4203.8	2880.3	3860.7	3768.2	3303.8	4241.7	3968.6	3078.2	3839.5	3892.7	3177	1	1	1	1	1	1	21.4	55237000	55237000	1				3008	17922	True	18650	26832	36751	36751		
tr|A9UMV9|A9UMV9_RAT	tr|A9UMV9|A9UMV9_RAT	10	10	10	tr|A9UMV9|A9UMV9_RAT NADH:ubiquinone oxidoreductase subunit A7 OS=Rattus norvegicus OX=10116 GN=Ndufa7 PE=1 SV=1	1	10	10	10	10	10	10	62.5	62.5	62.5	12.5	112	112	5.12	2	2	3		1	3	1	3	2				0	67.719	154680	162920	175740	182930	178100	171010	141540	154600	179530	184010	184550	163990	15	15	15	15	15	15	154680	162920	175740	182930	178100	171010	141540	154600	179530	184010	184550	163990	15	15	15	15	15	15	62.5	4540000000	4540000000	26				3009	3225;3226;8058;18948;19405;22504;23804;24514;27467;27468	True;True;True;True;True;True;True;True;True;True	3334;3335;3336;8371;8372;19710;20183;23592;24935;25663;28734;28735	4805;4806;4807;4808;12187;12188;12189;12190;28187;28837;33775;33776;35654;36679;36680;40764;40765	6490;6491;6492;6493;6494;6495;6496;16618;16619;16620;16621;16622;16623;38524;39384;46399;46400;48903;48904;50280;50281;50282;50283;50284;55566;55567	6493;6496;16623;38524;39384;46400;48904;50282;55566;55567	1481;1482	70;100
tr|B0BMT9|B0BMT9_RAT;tr|Q7TP12|Q7TP12_RAT	tr|B0BMT9|B0BMT9_RAT	7;1	7;1	7;1	tr|B0BMT9|B0BMT9_RAT Sqrdl protein OS=Rattus norvegicus OX=10116 GN=Sqor PE=1 SV=1	2	7	7	7	7	7	7	17.8	17.8	17.8	50.201	450	450;137	6.29		1		3					2			1	0	16.976	32192	31829	26959	34711	30992	25169	29456	30106	28191	34527	32073	24265	4	4	4	4	4	4	32192	31829	26959	34711	30992	25169	29456	30106	28191	34527	32073	24265	4	4	4	4	4	4	17.8	149720000	149720000	8				3010	2063;6268;12713;22476;24544;27430;28320	True;True;True;True;True;True;True	2141;6503;13229;23564;25693;28697;29640	3178;9595;19127;33741;36715;40665;42083	4355;13171;26169;26170;46352;50324;55363;57352	4355;13171;26169;46352;50324;55363;57352		
tr|B0BMW0|B0BMW0_RAT;sp|P61107|RAB14_RAT;tr|A0A1B0GWR3|A0A1B0GWR3_RAT	tr|B0BMW0|B0BMW0_RAT;sp|P61107|RAB14_RAT	11;10;4	11;10;4	11;10;4	tr|B0BMW0|B0BMW0_RAT RAB14, member RAS oncogene family OS=Rattus norvegicus OX=10116 GN=Rab14 PE=1 SV=1;sp|P61107|RAB14_RAT Ras-related protein Rab-14 OS=Rattus norvegicus OX=10116 GN=Rab14 PE=1 SV=3	3	11	11	11	11	11	11	60.5	60.5	60.5	23.897	215	215;215;88	4.43	3	4	2	4	3	3	1	1		1	1		0	323.31	264170	291670	267880	352660	302120	199890	241740	276000	278230	350260	311640	194200	19	19	19	19	19	19	264170	291670	267880	352660	302120	199890	241740	276000	278230	350260	311640	194200	19	19	19	19	19	19	60.5	2695900000	2695900000	27				3011	2754;5417;9575;13947;15171;19695;24869;27113;27986;27987;32889	True;True;True;True;True;True;True;True;True;True;True	2844;5616;9936;9937;14509;15793;20486;26026;28367;29282;29283;34438;34439	4082;4083;8369;8370;14347;14348;14349;14350;20973;20974;22915;22916;29273;29274;37158;40226;41559;41560;41561;41562;41563;48981;48982	5522;5523;11585;11586;11587;11588;19569;19570;19571;19572;28719;28720;31482;31483;39986;39987;39988;50880;50881;54798;56613;56614;56615;56616;56617;66794;66795	5522;11586;19571;28720;31482;39987;50880;54798;56614;56617;66795	1483;1484	20;89
tr|B0BMX3|B0BMX3_RAT	tr|B0BMX3|B0BMX3_RAT	4	4	4	tr|B0BMX3|B0BMX3_RAT S100 calcium binding protein A16 (Predicted), isoform CRA_a OS=Rattus norvegicus OX=10116 GN=S100a16 PE=1 SV=1	1	4	4	4	4	4	4	29.3	29.3	29.3	14.224	123	123	6.8	1							3	1				0	17.309	6428.8	6920.2	6637.2	6893.8	7503.3	5561.7	5882.8	6553.7	6838.2	6948.7	7679.3	5379.3	2	2	2	2	2	2	6428.8	6920.2	6637.2	6893.8	7503.3	5561.7	5882.8	6553.7	6838.2	6948.7	7679.3	5379.3	2	2	2	2	2	2	29.3	330180000	330180000	5				3012	1942;6947;6948;17970	True;True;True;True	1999;7203;7204;18700	2968;2969;10582;10583;26893	4080;4081;14513;14514;36826	4080;14513;14514;36826		
tr|B0BMY7|B0BMY7_RAT	tr|B0BMY7|B0BMY7_RAT	13	13	11	tr|B0BMY7|B0BMY7_RAT Protein tyrosine kinase 9-like (A6-related protein) (Predicted), isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Twf2 PE=1 SV=1	1	13	13	11	13	13	11	43	43	41	39.472	349	349	7.21	1	1	1			3	2	1	1		2	2	0	64.714	44523	47144	47203	53790	45959	35676	40741	44681	48562	53758	47605	34448	5	5	5	5	5	5	44523	47144	47203	53790	45959	35676	40741	44681	48562	53758	47605	34448	5	5	5	5	5	5	43	634390000	634390000	15				3013	1238;1239;3650;6073;6074;7745;12852;13015;27772;29485;30606;32178;32823	True;True;True;True;True;True;True;True;True;True;True;True;True	1266;1267;3770;6299;6300;8044;13376;13543;29060;30866;32046;33690;34364	1854;1855;5522;9317;9318;9319;11704;19348;19554;41258;43814;45520;47916;48879	2512;2513;7455;12813;12814;12815;15969;26509;26761;56208;59677;61983;61984;65362;66662	2512;2513;7455;12813;12814;15969;26509;26761;56208;59677;61983;65362;66662		
